Short Window,Long Window,Accuracy
102,109,0.7167449139280125
129,133,0.7167449139280125
130,134,0.7167449139280125
127,132,0.7167449139280125
130,134,0.7167449139280125
128,133,0.7167449139280125
130,133,0.7151799687010955
128,132,0.7151799687010955
130,133,0.7151799687010955
51,62,0.7136150234741784
45,56,0.7136150234741784
131,133,0.7136150234741784
57,67,0.7120500782472613
127,131,0.7120500782472613
53,64,0.7120500782472613
129,132,0.7120500782472613
127,131,0.7120500782472613
111,116,0.7120500782472613
123,128,0.7120500782472613
129,132,0.7120500782472613
127,131,0.7120500782472613
42,52,0.7104851330203443
61,72,0.7104851330203443
124,128,0.7104851330203443
114,119,0.7089201877934272
41,51,0.7089201877934272
121,126,0.7089201877934272
44,54,0.7089201877934272
96,103,0.7073552425665102
129,131,0.7073552425665102
123,127,0.7073552425665102
110,115,0.7073552425665102
112,117,0.7073552425665102
110,115,0.7073552425665102
123,127,0.7073552425665102
110,115,0.7073552425665102
54,62,0.7057902973395931
110,112,0.7057902973395931
35,44,0.7057902973395931
122,126,0.7057902973395931
52,60,0.7057902973395931
116,121,0.7057902973395931
128,130,0.704225352112676
62,69,0.704225352112676
119,122,0.702660406885759
122,125,0.702660406885759
127,129,0.702660406885759
124,127,0.702660406885759
82,90,0.702660406885759
39,49,0.702660406885759
106,111,0.701095461658842
117,121,0.701095461658842
100,105,0.701095461658842
123,125,0.6995305164319249
104,109,0.6995305164319249
124,126,0.6995305164319249
67,75,0.6995305164319249
104,109,0.6995305164319249
67,76,0.6995305164319249
105,110,0.6995305164319249
101,106,0.6995305164319249
101,105,0.6995305164319249
123,126,0.6995305164319249
118,121,0.6979655712050078
121,124,0.6979655712050078
70,81,0.6979655712050078
69,79,0.6979655712050078
120,122,0.6979655712050078
117,120,0.6979655712050078
120,122,0.6979655712050078
45,53,0.6979655712050078
79,87,0.6964006259780907
103,106,0.6964006259780907
75,83,0.6964006259780907
99,102,0.6964006259780907
70,79,0.6964006259780907
63,69,0.6964006259780907
120,123,0.6964006259780907
99,101,0.6948356807511737
119,120,0.6948356807511737
106,107,0.6948356807511737
123,124,0.6948356807511737
111,112,0.6948356807511737
105,106,0.6948356807511737
72,81,0.6948356807511737
52,58,0.6948356807511737
97,103,0.6932707355242567
121,122,0.6932707355242567
115,117,0.6932707355242567
77,86,0.6932707355242567
98,101,0.6932707355242567
71,79,0.6932707355242567
103,104,0.6932707355242567
42,49,0.6932707355242567
112,115,0.6932707355242567
98,101,0.6932707355242567
103,104,0.6932707355242567
83,88,0.6917057902973396
43,50,0.6917057902973396
93,99,0.6917057902973396
41,48,0.6917057902973396
115,116,0.6917057902973396
115,116,0.6917057902973396
95,99,0.6901408450704225
68,74,0.6901408450704225
94,96,0.6901408450704225
97,98,0.6901408450704225
80,85,0.6901408450704225
87,92,0.6901408450704225
113,115,0.6901408450704225
95,99,0.6901408450704225
95,99,0.6901408450704225
72,82,0.6885758998435054
82,87,0.6885758998435054
94,98,0.6870109546165885
93,95,0.6870109546165885
54,59,0.6870109546165885
91,95,0.6870109546165885
69,76,0.6870109546165885
96,97,0.6854460093896714
42,48,0.6838810641627543
87,91,0.6838810641627543
71,77,0.6823161189358372
91,92,0.6807511737089202
82,84,0.6807511737089202
56,58,0.6791862284820032
61,65,0.676056338028169
83,84,0.6744913928012519
52,55,0.672926447574335
57,59,0.6713615023474179
41,91,0.6682316118935837
73,76,0.6682316118935837
3,13,0.6635367762128326
73,75,0.6619718309859155
71,72,0.6619718309859155
66,69,0.6619718309859155
4,18,0.6604068857589984
47,50,0.6588419405320813
42,88,0.6557120500782473
12,98,0.6541471048513302
45,79,0.6525821596244131
52,90,0.6525821596244131
46,47,0.6525821596244131
31,81,0.6525821596244131
40,44,0.6525821596244131
37,74,0.647887323943662
46,80,0.6463223787167449
3,9,0.6431924882629108
7,21,0.6400625978090767
42,87,0.6400625978090767
51,93,0.6384976525821596
29,83,0.6369327073552425
4,16,0.6353677621283255
11,24,0.6338028169014085
31,86,0.6306729264475743
4,89,0.6306729264475743
10,115,0.6291079812206573
40,75,0.6291079812206573
24,118,0.6291079812206573
5,81,0.6275430359937402
42,94,0.6275430359937402
10,93,0.6275430359937402
45,91,0.6259780907668232
5,15,0.6259780907668232
12,78,0.6259780907668232
8,14,0.6244131455399061
23,77,0.622848200312989
31,83,0.622848200312989
22,100,0.622848200312989
6,57,0.622848200312989
6,84,0.622848200312989
7,18,0.621283255086072
24,87,0.621283255086072
6,91,0.621283255086072
8,77,0.621283255086072
42,74,0.621283255086072
60,94,0.621283255086072
35,70,0.6197183098591549
6,86,0.6197183098591549
21,73,0.6197183098591549
28,133,0.6197183098591549
9,20,0.6181533646322379
9,78,0.6181533646322379
91,109,0.6181533646322379
26,72,0.6181533646322379
9,114,0.6165884194053208
19,74,0.6165884194053208
53,93,0.6165884194053208
55,93,0.6165884194053208
8,95,0.6150234741784038
9,80,0.6150234741784038
9,79,0.6134585289514867
38,96,0.6134585289514867
11,15,0.6134585289514867
50,97,0.6134585289514867
65,85,0.6134585289514867
11,100,0.6118935837245696
78,140,0.6118935837245696
22,106,0.6118935837245696
33,69,0.6103286384976526
11,18,0.6087636932707355
31,94,0.6087636932707355
11,18,0.6087636932707355
54,93,0.6087636932707355
78,135,0.6071987480438185
55,96,0.6071987480438185
31,132,0.6071987480438185
28,135,0.6056338028169014
33,135,0.6056338028169014
9,106,0.6056338028169014
49,99,0.6056338028169014
27,85,0.6056338028169014
38,133,0.6040688575899843
53,96,0.6040688575899843
77,133,0.6040688575899843
32,34,0.6040688575899843
3,136,0.6025039123630673
37,70,0.6025039123630673
77,138,0.6025039123630673
51,140,0.6025039123630673
42,96,0.6025039123630673
13,109,0.6025039123630673
45,103,0.6025039123630673
42,96,0.6025039123630673
27,81,0.6009389671361502
31,133,0.6009389671361502
31,133,0.6009389671361502
8,102,0.6009389671361502
38,136,0.6009389671361502
75,129,0.6009389671361502
29,96,0.5993740219092332
40,69,0.5993740219092332
62,139,0.5993740219092332
76,137,0.5993740219092332
41,97,0.5993740219092332
35,62,0.5993740219092332
21,102,0.5993740219092332
40,100,0.5978090766823161
38,138,0.5978090766823161
44,139,0.5978090766823161
23,110,0.5978090766823161
22,103,0.5978090766823161
38,131,0.596244131455399
38,140,0.596244131455399
36,134,0.596244131455399
58,102,0.596244131455399
63,137,0.596244131455399
74,137,0.596244131455399
13,77,0.596244131455399
35,129,0.596244131455399
54,102,0.596244131455399
48,139,0.596244131455399
23,24,0.594679186228482
15,55,0.594679186228482
29,30,0.594679186228482
67,140,0.594679186228482
74,130,0.594679186228482
73,134,0.594679186228482
30,89,0.594679186228482
18,101,0.594679186228482
37,68,0.593114241001565
14,19,0.593114241001565
73,130,0.593114241001565
73,140,0.593114241001565
45,137,0.593114241001565
45,135,0.593114241001565
66,139,0.593114241001565
38,68,0.5915492957746479
71,128,0.5915492957746479
42,136,0.5915492957746479
37,101,0.5915492957746479
61,100,0.5915492957746479
61,100,0.5915492957746479
43,133,0.5915492957746479
28,96,0.5915492957746479
29,137,0.5915492957746479
76,125,0.5915492957746479
36,68,0.5915492957746479
29,32,0.5915492957746479
44,103,0.5915492957746479
13,81,0.5915492957746479
43,108,0.5899843505477308
65,94,0.5899843505477308
42,134,0.5899843505477308
63,135,0.5899843505477308
31,43,0.5899843505477308
47,136,0.5899843505477308
58,135,0.5884194053208138
77,122,0.5884194053208138
27,139,0.5884194053208138
37,104,0.5884194053208138
10,13,0.5884194053208138
64,88,0.5884194053208138
72,137,0.5884194053208138
26,113,0.5884194053208138
24,107,0.5884194053208138
44,135,0.5868544600938967
61,135,0.5868544600938967
15,26,0.5868544600938967
38,128,0.5868544600938967
51,135,0.5868544600938967
81,119,0.5868544600938967
42,105,0.5868544600938967
50,102,0.5868544600938967
63,133,0.5868544600938967
33,62,0.5868544600938967
51,104,0.5868544600938967
43,72,0.5868544600938967
20,103,0.5852895148669797
66,96,0.5852895148669797
31,98,0.5852895148669797
58,132,0.5852895148669797
48,137,0.5852895148669797
59,131,0.5852895148669797
34,103,0.5852895148669797
15,70,0.5837245696400626
71,132,0.5837245696400626
65,133,0.5837245696400626
65,90,0.5837245696400626
68,137,0.5837245696400626
43,109,0.5837245696400626
39,102,0.5837245696400626
22,99,0.5837245696400626
52,132,0.5837245696400626
57,135,0.5837245696400626
49,105,0.5837245696400626
34,125,0.5837245696400626
66,99,0.5837245696400626
67,98,0.5821596244131455
67,97,0.5821596244131455
42,111,0.5821596244131455
64,134,0.5805946791862285
22,102,0.5805946791862285
65,87,0.5805946791862285
38,109,0.5805946791862285
31,63,0.5790297339593115
38,69,0.5790297339593115
57,131,0.5790297339593115
49,132,0.5790297339593115
80,119,0.5790297339593115
66,129,0.5790297339593115
67,129,0.5790297339593115
34,120,0.5790297339593115
64,127,0.5790297339593115
24,98,0.5790297339593115
66,129,0.5790297339593115
70,135,0.5790297339593115
86,116,0.5774647887323944
13,63,0.5774647887323944
56,130,0.5774647887323944
65,129,0.5774647887323944
40,116,0.5774647887323944
57,127,0.5774647887323944
31,66,0.5758998435054773
49,129,0.5758998435054773
38,119,0.5758998435054773
68,99,0.5758998435054773
33,121,0.5758998435054773
46,127,0.5758998435054773
89,111,0.5743348982785602
51,111,0.5743348982785602
43,117,0.5743348982785602
30,98,0.5743348982785602
43,128,0.5743348982785602
49,109,0.5743348982785602
5,7,0.5727699530516432
32,117,0.5727699530516432
26,99,0.5727699530516432
59,126,0.5727699530516432
69,123,0.5727699530516432
46,126,0.5712050078247262
63,125,0.5712050078247262
51,114,0.5712050078247262
38,113,0.5712050078247262
34,101,0.5712050078247262
49,113,0.5712050078247262
33,64,0.5712050078247262
55,126,0.5712050078247262
16,20,0.5696400625978091
48,123,0.5696400625978091
67,123,0.5696400625978091
55,128,0.5696400625978091
41,120,0.5696400625978091
34,116,0.5696400625978091
72,120,0.5696400625978091
24,54,0.5696400625978091
66,87,0.568075117370892
48,122,0.568075117370892
68,122,0.568075117370892
69,119,0.568075117370892
54,120,0.568075117370892
51,122,0.568075117370892
54,108,0.568075117370892
32,107,0.568075117370892
68,91,0.568075117370892
31,56,0.5665101721439749
32,103,0.5665101721439749
31,55,0.5665101721439749
70,116,0.5665101721439749
68,118,0.5665101721439749
48,120,0.5665101721439749
82,117,0.5665101721439749
73,117,0.5665101721439749
62,114,0.564945226917058
53,109,0.564945226917058
59,116,0.564945226917058
28,103,0.564945226917058
76,116,0.564945226917058
94,104,0.564945226917058
76,116,0.564945226917058
45,117,0.564945226917058
53,109,0.564945226917058
47,123,0.564945226917058
58,119,0.564945226917058
48,116,0.564945226917058
56,107,0.564945226917058
59,116,0.564945226917058
72,115,0.5633802816901409
57,112,0.5633802816901409
60,106,0.5633802816901409
58,110,0.5633802816901409
55,115,0.5633802816901409
5,22,0.5633802816901409
69,112,0.5633802816901409
66,117,0.5633802816901409
67,109,0.5633802816901409
88,110,0.5633802816901409
66,109,0.5618153364632238
56,118,0.5618153364632238
65,114,0.5618153364632238
72,112,0.5618153364632238
30,104,0.5618153364632238
41,123,0.5618153364632238
20,70,0.5618153364632238
81,113,0.5618153364632238
48,114,0.5618153364632238
29,108,0.5618153364632238
25,70,0.5618153364632238
81,114,0.5618153364632238
12,47,0.5618153364632238
77,112,0.5618153364632238
12,47,0.5618153364632238
82,114,0.5602503912363067
69,106,0.5602503912363067
50,122,0.5602503912363067
74,110,0.5602503912363067
85,114,0.5586854460093896
16,70,0.5586854460093896
26,69,0.5586854460093896
69,98,0.5586854460093896
88,112,0.5586854460093896
71,107,0.5586854460093896
64,109,0.5586854460093896
72,109,0.5586854460093896
42,112,0.5571205007824727
19,70,0.5571205007824727
59,108,0.5571205007824727
77,110,0.5571205007824727
71,104,0.5555555555555556
78,110,0.5555555555555556
86,113,0.5555555555555556
70,97,0.5555555555555556
77,108,0.5539906103286385
77,109,0.5539906103286385
28,67,0.5539906103286385
72,107,0.5539906103286385
65,76,0.5539906103286385
27,54,0.5539906103286385
27,53,0.5524256651017214
71,103,0.5524256651017214
80,109,0.5508607198748043
79,109,0.5508607198748043
78,107,0.5508607198748043
76,107,0.5492957746478874
72,104,0.5492957746478874
17,52,0.5461658841940532
65,77,0.5461658841940532
28,44,0.5461658841940532
85,110,0.5461658841940532
72,96,0.5446009389671361
75,105,0.5446009389671361
75,104,0.5446009389671361
69,86,0.5446009389671361
26,46,0.5446009389671361
72,84,0.5446009389671361
11,13,0.543035993740219
10,12,0.543035993740219
22,67,0.543035993740219
80,106,0.5414710485133021
25,64,0.5414710485133021
8,26,0.5414710485133021
26,39,0.5414710485133021
20,58,0.539906103286385
82,108,0.539906103286385
89,107,0.539906103286385
89,107,0.539906103286385
86,107,0.5383411580594679
86,108,0.5383411580594679
27,40,0.5383411580594679
74,84,0.5367762128325508
75,101,0.5367762128325508
72,93,0.5352112676056338
18,65,0.5336463223787168
18,62,0.5336463223787168
7,8,0.5320813771517997
84,106,0.5320813771517997
71,87,0.5320813771517997
20,62,0.5320813771517997
73,95,0.5320813771517997
84,106,0.5320813771517997
87,106,0.5289514866979655
81,104,0.5289514866979655
23,61,0.5289514866979655
74,94,0.5242566510172144
78,101,0.5242566510172144
14,15,0.5226917057902973
88,106,0.5226917057902973
88,106,0.5226917057902973
14,15,0.5226917057902973
26,34,0.5195618153364632
76,98,0.5195618153364632
90,105,0.5179968701095462
75,95,0.5164319248826291
86,104,0.514866979655712
9,27,0.514866979655712
73,88,0.514866979655712
77,96,0.5117370892018779
19,28,0.5101721439749609
3,27,0.5101721439749609
82,100,0.5101721439749609
13,30,0.5101721439749609
74,90,0.5086071987480438
3,25,0.5086071987480438
76,87,0.5054773082942097
86,102,0.5023474178403756
30,38,0.49765258215962443
84,100,0.49608763693270735
82,92,0.49608763693270735
84,100,0.49608763693270735
8,28,0.4945226917057903
6,27,0.4945226917057903
5,27,0.4945226917057903
79,95,0.49295774647887325
85,100,0.49295774647887325
86,101,0.49139280125195617
22,33,0.48982785602503914
80,96,0.48982785602503914
86,100,0.48982785602503914
17,48,0.48826291079812206
76,92,0.48826291079812206
88,97,0.48826291079812206
84,99,0.48826291079812206
5,33,0.4835680751173709
92,102,0.4788732394366197
92,102,0.4788732394366197
21,35,0.47730829420970267
8,33,0.47730829420970267
21,35,0.47730829420970267
86,95,0.4757433489827856
89,100,0.47417840375586856
92,101,0.47104851330203446
85,97,0.4694835680751174
83,95,0.4679186228482003
17,34,0.4679186228482003
10,35,0.4647887323943662
15,34,0.46322378716744916
22,37,0.46322378716744916
80,94,0.46322378716744916
10,39,0.460093896713615
16,46,0.458528951486698
19,49,0.458528951486698
28,34,0.4538341158059468
15,39,0.4475743348982786
19,48,0.4444444444444444
14,40,0.4444444444444444
20,48,0.4428794992175274
15,42,0.4350547730829421
17,44,0.4350547730829421
18,43,0.4303599374021909
