Short Window,Long Window,Accuracy
10,125,0.8685446009389671
12,125,0.8622848200312989
6,135,0.8403755868544601
11,137,0.8325508607198748
7,132,0.8325508607198748
3,130,0.8247261345852895
10,128,0.8247261345852895
14,138,0.8231611893583725
83,139,0.8215962441314554
75,140,0.8215962441314554
11,126,0.8215962441314554
78,140,0.8215962441314554
79,138,0.8200312989045383
76,138,0.8200312989045383
82,138,0.8200312989045383
80,138,0.8200312989045383
3,118,0.8200312989045383
72,138,0.8200312989045383
74,138,0.8200312989045383
8,121,0.8184663536776213
77,137,0.8184663536776213
75,138,0.8184663536776213
68,140,0.8184663536776213
79,135,0.8184663536776213
3,128,0.8184663536776213
84,140,0.8169014084507042
81,135,0.8169014084507042
86,140,0.8169014084507042
67,139,0.8169014084507042
74,136,0.8169014084507042
78,135,0.8169014084507042
15,135,0.8169014084507042
66,140,0.8169014084507042
73,135,0.8153364632237872
85,137,0.8153364632237872
67,138,0.8153364632237872
85,139,0.8153364632237872
85,134,0.8137715179968701
71,134,0.8137715179968701
73,134,0.8137715179968701
30,70,0.8137715179968701
32,70,0.8137715179968701
97,139,0.8137715179968701
66,136,0.8137715179968701
95,140,0.8137715179968701
11,116,0.8137715179968701
58,137,0.812206572769953
73,132,0.812206572769953
51,139,0.812206572769953
69,133,0.812206572769953
90,138,0.812206572769953
11,119,0.812206572769953
72,130,0.812206572769953
46,140,0.812206572769953
14,119,0.812206572769953
90,139,0.812206572769953
93,138,0.812206572769953
65,137,0.812206572769953
77,131,0.812206572769953
11,113,0.812206572769953
30,140,0.812206572769953
5,104,0.812206572769953
44,140,0.812206572769953
99,140,0.812206572769953
90,139,0.812206572769953
33,139,0.812206572769953
73,132,0.812206572769953
25,137,0.810641627543036
69,124,0.810641627543036
36,139,0.810641627543036
59,134,0.810641627543036
4,104,0.810641627543036
101,139,0.810641627543036
65,133,0.810641627543036
51,138,0.810641627543036
73,129,0.810641627543036
70,131,0.810641627543036
61,137,0.810641627543036
58,139,0.810641627543036
14,112,0.810641627543036
32,68,0.810641627543036
87,132,0.809076682316119
105,140,0.809076682316119
29,65,0.809076682316119
92,137,0.809076682316119
29,139,0.809076682316119
7,104,0.809076682316119
17,131,0.809076682316119
94,137,0.809076682316119
87,136,0.809076682316119
93,136,0.809076682316119
